title,area,Diện tích đất:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tầng số:,Hướng ban công:,Đặc điểm căn hộ:,Loại hình văn phòng:,street,ward,district,city,Phân khu/Lô/Block/Tháp,has_floor_number,Price (trieu VND)
"Ra liền lô đất 1300m2(45x30)m, 320 triệu, gần KCN",1300.0,1300.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,45.0,30.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,35.0,Đã bàn giao,90.45,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,đường dt753,xã tân hưng,huyện đồng phú,bình phước,Không thuộc project/block,1,320.0
"Bán nhà hẻm oto vào tận nhà giá 6,5Tỷ, NTL P13, BT",41.6,41.6,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.27,8.42,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,142.4,Đã bàn giao,90.45,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,nơ trang long,phường 13,quận bình thạnh,tp hồ chí minh,Không thuộc project/block,1,6500.0
"Chính chủ bán gấp 5x25, đường 8m, thổ cư, sồ hồng",250.0,250.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,50.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,142.4,Đã bàn giao,90.45,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,đường tỉnh lộ 9,xã tân mỹ,huyện đức hòa,long an,Không thuộc project/block,1,1000.0
Bán Chung Cư Topaz Home Q12 -Giá 1ty350 ( Bao Hêt),60.0,250.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,50.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,142.4,Đã bàn giao,60.0,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,102 đường phan văn hớn,phường tân thới nhất,quận 12,tp hồ chí minh,Không thuộc project/block,1,1350.0
"100m2(SHR) chỉ 225tr,Tại Thị Xã Trảng Bom",100.0,100.0,Nam,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,142.4,Đã bàn giao,60.0,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,đường tây hòa 7,xã tây hoà,huyện trảng bom,đồng nai,Không thuộc project/block,1,225.0
"bán nhà gần chợ , trường học , siêu thị Bình Chánh",56.0,56.0,Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,142.4,Đã bàn giao,60.0,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,dt14,xã long thượng,huyện cần giuộc,long an,Không thuộc project/block,1,650.0
Bán đất nền P10 - Tp Mỹ Tho - Tiền Giang,44.0,44.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,45.0,99.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,142.4,Đã bàn giao,60.0,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,đường đài,phường 10,thành phố mỹ tho,tiền giang,KHU PHỐ 2 - P10 - TP MỸ THO - TIỀN GIANG,1,0.6
"Bán hạ giá sập sàn nhà 3,5 tầng, NAM VIỆT Á<<<<<<<",100.0,100.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,5.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,309.0,Đã bàn giao,60.0,Chung cư,4.0,7.0,Tây,Căn góc,Mặt bằng kinh doanh,đường lê văn thủ,phường khuê mỹ,quận ngũ hành sơn,đà nẵng,KHU PHỐ 2 - P10 - TP MỸ THO - TIỀN GIANG,1,7600.0
- Nhà 1 trệt 1 lầu... phạm thế hiển p4 Q8 tphcm,24.0,24.0,Đông,Giấy tờ khác,Mặt tiền,Đất thổ cư,4.0,7.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,24.0,Chưa bàn giao,1.0,Chung cư,4.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường phạm thế hiển,phường 4,quận 8,tp hồ chí minh,B,1,860.0
Đất Kim động 86m2,86.0,86.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,20.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,24.0,Chưa bàn giao,1.0,Chung cư,4.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường phú lâm,xã hiệp cường,huyện kim động,hưng yên,B,1,750.0
"Khu đồng bộ HXH 5,2x9 4lầu p7 lê quang định 251/81",45.0,45.0,Tây,Đang chờ sổ,Hẻm xe hơi,Đất thổ cư,5.0,9.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,147.0,Chưa bàn giao,1.0,Chung cư,4.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường hoàng hoa thám,phường 7,quận bình thạnh,tp hồ chí minh,B,1,6600.0
Nhà Dân 4T phố Lê Lợi chỉ 1.9 Tỷ,26.0,26.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,9.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,147.0,Chưa bàn giao,1.0,Chung cư,4.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường lê lợi,phường nguyễn trãi,quận hà đông,hà nội,B,1,1900.0
Nhà 1 trệt 1 gác lửng hẻm 18 Xô viết nghệ tĩnh,68.0,68.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.0,25.0,3.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,80.0,Chưa bàn giao,1.0,Chung cư,4.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường xô viết nghệ tĩnh,phường tân an,quận ninh kiều,cần thơ,B,1,3500.0
Sập nợ mới xây bán ngay dịp Tết,100.0,100.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,2.0,2.0,Nhà phố liền kề,Hoàn thiện cơ bản,109.0,Chưa bàn giao,1.0,Chung cư,4.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường dh516,thị trấn lai uyên,huyện bàu bàng,bình dương,D1,1,420.0
Bán nhà 6.3x10.6m 2 tầng Nguyễn Lâm 2PN 2WC Shr,65.0,65.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,6.0,10.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,130.0,Chưa bàn giao,1.0,Chung cư,2.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường nguyễn lâm,phường 6,quận 10,tp hồ chí minh,D1,1,10100.0
Vợ Chồng Ly Hôn Cần Bán Nhanh Nhà Sát QL50,77.0,77.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,6.0,10.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,144.0,Chưa bàn giao,1.0,Chung cư,1.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 50,xã bình chánh,huyện bình chánh,tp hồ chí minh,D1,1,1150.0
"Cần bán lô đất mặt tiền nguyễn duy trinh,sổ riêng",100.0,100.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,144.0,Chưa bàn giao,1.0,Chung cư,1.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,nguyễn duy trinh,phường bình trưng đông,quận 2,tp hồ chí minh,D1,1,1000.0
"Bán Đất MT Xã Hòa Minh, Tuy Phong - Bình Thuận",120.0,120.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất nông nghiệp,6.0,20.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,144.0,Chưa bàn giao,1.0,Chung cư,1.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,0338280031 - 0982929765,xã hòa minh,huyện tuy phong,bình thuận,D1,1,150.0
"Bán nhà Võ Văn tần P5,Q3 hẻm xe hơi .36m2 7,1 tỷ",36.0,36.0,Tây Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,3.6,10.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,100.0,Chưa bàn giao,1.0,Chung cư,1.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường võ văn tần,phường 5,quận 3,tp hồ chí minh,D1,1,7100.0
Định cư Mỹ bán cc SUNRISE CITY 109M2 3PN giá 1tỷ39,109.0,36.0,Tây Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,3.6,10.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Đã bàn giao,109.0,Chung cư,1.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường nguyễn hữu thọ,phường tân hưng,quận 7,tp hồ chí minh,D1,1,1390.0
BÁN GẤP,95.0,95.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất nông nghiệp,5.0,20.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,95.0,Đã bàn giao,109.0,Chung cư,1.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường y ni ksok,phường tân lập,thành phố buôn ma thuột,đắk lắk,D1,1,1650.0
KĐT 7B - Đường QH 17m5 - Giá chỉ 1399,87.5,87.5,Đông Nam,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,20.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,95.0,Đã bàn giao,109.0,Chung cư,1.0,11.0,Tây,Căn góc,Mặt bằng kinh doanh,đường dũng sĩ điện ngọc,phường điện ngọc,thị xã điện bàn,quảng nam,D1,1,1399.0
"Bán căn hộ Citi Home căn 2 PN đả có sổ, giá rẻ.",60.0,87.5,Nam,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,20.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,95.0,Đã bàn giao,60.0,Chung cư,1.0,11.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường đồng văn cống,phường cát lái,quận 2,tp hồ chí minh,D1,1,1680.0
BÁN GẤP NHÀ RIÊNG THANH XUÂN -OTO .56Mx4T. 4.2 TỶ.,56.0,56.0,Nam,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,20.0,5.0,5.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,60.0,Đã bàn giao,60.0,Chung cư,1.0,11.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường tô vĩnh diện,phường thanh xuân trung,quận thanh xuân,hà nội,D1,1,4200.0
"Bán ngà hộ khẩu hoàn kiếm, DT 40m, giá 1,4 tỉ",36.0,36.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.0,13.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,40.0,Đã bàn giao,60.0,Chung cư,4.0,11.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyên khiết,phường phúc tân,quận hoàn kiếm,hà nội,D1,1,1400.0
"Nhà tập thể 2 tầng 90m2,dãy 10 ngõ 1 phố Định Công",,36.0,Nam,Giấy tờ khác,Hẻm xe hơi,Đất thổ cư,3.0,13.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường định công,phường thịnh liệt,quận hoàng mai,hà nội,D1,1,970.0
Đất Sổ Đỏ Thị xã Phú Mỹ 90m²,90.0,90.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường mỹ xuân,phường mỹ xuân,thị xã phú mỹ,bà rịa - vũng tàu,D1,1,440.0
"Bán đất kcn bầu bàng, mt quốc lộ 13 giá chỉ 680tr",875.0,875.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,25.0,35.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 13,thị trấn lai uyên,huyện bàu bàng,bình dương,D1,1,680.0
Đất tc100%Trảng Bom 110m2.sổ hồng,110.0,110.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,22.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,cty bousung,xã tây hoà,huyện trảng bom,đồng nai,D1,1,799.0
Bán 124m2 đất mặt đường 'mặt chợ kinh doanh đại án,124.0,124.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,8.0,15.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đại áng,xã đại áng,huyện thanh trì,hà nội,D1,1,5000.0
"Bán nhà MT 4 Tầng Đường Số 6, Bình Thạnh, 4x20m",80.0,80.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,20.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,40.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường số 6,phường 26,quận bình thạnh,tp hồ chí minh,D1,1,10500.0
Nhà 4 tầng 32 m tổ 11 Yên nghĩa Hà Đông,32.0,32.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,20.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,yên bình,phường yên nghĩa,quận hà đông,hà nội,D1,1,1930.0
7400m2 đất Phước Hiệp chỉ 600k/m xe hơi tới đất,7400.0,7400.0,Đông Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,55.0,90.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường ba sa,xã phước hiệp,huyện củ chi,tp hồ chí minh,D1,1,4300.0
BÁN NHÀ YÊN HOÀ - 31M - 3T - 3M MT,31.0,31.0,Đông Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,3.0,6.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,31.0,Đã bàn giao,90.0,"Tập thể, cư xá",3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,yên hoà,phường dịch vọng,quận cầu giấy,hà nội,D1,1,2700.0
"Cần bán nhà sân vườn Huyện Củ Chi, 1.268m2",1268.0,1268.0,Đông Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,21.8,60.96,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,31.0,Đã bàn giao,90.0,"Tập thể, cư xá",3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 22,xã tân thông hội,huyện củ chi,tp hồ chí minh,D1,1,8900.0
"Nhà thạnh Lộc 19,Ngay chợ Cầu Đồng, Q12 HCM",37.0,37.0,Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,3.5,12.0,4.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,31.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thanh lộc 19,phường thạnh lộc,quận 12,tp hồ chí minh,D1,1,2900.0
"Bán nhà Bình Long - Tân Phú, 34m2; 4 lầu giá 3,95",34.0,34.0,Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,4.5,7.5,4.0,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,140.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,bình long,phường phú thạnh,quận tân phú,tp hồ chí minh,D1,1,3950.0
Bán nhà phố 3.5 lầu gần khu trung tâm Q5 và Q6,50.0,50.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.5,7.5,4.0,3.0,Nhà phố liền kề,Nội thất đầy đủ,140.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường hoàng ngân p 16 q8,phường 16,quận 8,tp hồ chí minh,D1,1,3800.0
"Nhà H5M thông đường Lê Trọng Tấn,đúc 1 lầu còn mới",70.0,70.0,Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,7.5,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,140.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường lê trọng tấn,phường tây thạnh,quận tân phú,tp hồ chí minh,D1,1,2800.0
"Đất xã Tân Phước-Đồng Phú, DT 300m2, TC, SHR",300.0,300.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,10.0,30.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,140.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường cây keo,phường bình chiểu,quận thủ đức,tp hồ chí minh,D1,1,510.0
"Shophouse 3 tấm xây mới Ql 13, Bình Dương.",75.0,75.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,15.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Bàn giao thô,208.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 13,phường hòa lợi,thị xã bến cát,bình dương,D1,1,320.0
Nhà mới xem nhà đk chốt trong ngày,65.0,65.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,15.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,208.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,hương lộ 8,xã mỹ yên,huyện bến lức,long an,D1,1,1500.0
Đất cái ngang 2.000m²,2000.0,2000.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,50.0,40.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,208.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,cái ngang,xã hòa thành,thành phố cà mau,cà mau,D1,1,2200.0
CƠ HỘI TỐT CHO CÁC NHÀ ĐẦU TƯ CUỐI NĂM,100.0,100.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,208.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quốc lộ 50,thị trấn cần giuộc,huyện cần giuộc,long an,D1,1,400.0
Nhà bán hẻm 730 Hưng Phú P10 Q8,32.0,32.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,3.5,9.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,32.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,hưng phú,phường 10,quận 8,tp hồ chí minh,D1,1,2390.0
"BÁN 400M2 ĐẤT XÃ PHÚ AN , MT ĐƯỜNG NHỰA DX 64",447.0,447.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,20.0,26.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,32.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,dx 64,xã phú an,thị xã bến cát,bình dương,D1,1,2550.0
Chú tôi cần bán gấp căn nhà Bình Chánh,56.0,56.0,Đông Nam,Đã có sổ,Nở hậu,Đất nền dự án,450.0,2100.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,93.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường him lam,phường tân hưng,quận 7,tp hồ chí minh,D1,1,780.0
Đất Nền Mặt Tiền Đối Diện Chợ Giá Rẻ 369tr,120.0,120.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,20.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,93.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,phạm văn đồng,thị trấn khâm đức,huyện phước sơn,quảng nam,D1,1,369.0
Cần bán gấp nhà 45m2 Âu Dương Lân Q8.Gần chợ.Có sổ,45.0,45.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường âu dương lân,phường 2,quận 8,tp hồ chí minh,D1,1,1920.0
TRẢ NỢ NGÂN HÀNG NÊN CẦN BÁN GẤP NHÀ VÀ 43 PHÒNG,300.0,300.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,10.0,30.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,900.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường n5,phường thới hòa,thị xã bến cát,bình dương,D1,1,16000.0
Nhà MT Hà Huy Tập Chính Chủ Giá Tốt,63.0,63.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,14.0,2.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,900.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường hà huy tập,phường vĩnh trung,quận thanh khê,đà nẵng,D1,1,7200.0
"Nhà lầu đẹp DTSD 120m2, KDC Ngã Ngay, Ninh Kiều",64.0,64.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,14.0,3.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,120.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường nguyễn văn cừ,phường an bình,quận ninh kiều,cần thơ,D1,1,3200.0
"Shop House Mặt tiền đường Dương Lâm, KĐT marina",145.0,145.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,25.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,496.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường trần hưng đạo,phường nại hiên đông,quận sơn trà,đà nẵng,D1,1,10200.0
Bán nhà nát gò vấp 64mv,39.0,39.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,33.0,11.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,64.0,Đã bàn giao,90.0,"Tập thể, cư xá",1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường nguyễn văn lượng,phường 17,quận gò vấp,tp hồ chí minh,D1,1,2700.0
"Căn hộ Tropic Gaden 111m2,3pn, có ban công,giá tốt",111.0,14287.0,Tây Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,33.0,11.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,64.0,Đã bàn giao,111.0,Chung cư,1.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường 66,phường thảo điền,quận 2,tp hồ chí minh,D1,1,4800.0
"Nhà 3 Tầng đường Trần Khánh Dư, Ngũ Hành Sơn, ĐN",107.0,107.0,Tây Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,5.0,11.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,150.0,Đã bàn giao,111.0,Chung cư,1.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường trần khánh dư,phường mỹ an,quận ngũ hành sơn,đà nẵng,D1,1,11500.0
Quận Long Biên 55m²,55.0,55.0,Tây Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,5.0,11.0,5.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,55.0,Đã bàn giao,111.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,phú viên,phường long biên,quận long biên,hà nội,D1,1,6000.0
Chủ nhà kẹt tiền muốn bán gấp,103.3,103.3,Tây Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,4.0,7.0,4.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,86.0,Đã bàn giao,111.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,1243/12/7 lê văn lương tổ 10 ấp 2 xã phước kiển huyện nhà bè,xã phước kiển,huyện nhà bè,tp hồ chí minh,D1,1,1600.0
"Nhà hẻm 981/30 Hương Lộ 2, Quận Bình Tân 127m²",127.0,127.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,7.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,86.0,Đã bàn giao,111.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường hương lộ 2,phường bình trị đông a,quận bình tân,tp hồ chí minh,D1,1,3690.0
Chú dư căn nhà bán nhanh trước Tết nhanh gọn lẹ,63.0,63.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,7.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,86.0,Đã bàn giao,111.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,hương lộ 10,xã mỹ yên,huyện bến lức,long an,D1,1,1500.0
"Nhà cấp 4 MTKD đường số 4 - Trương Văn Hải, Quận 9",74.0,74.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,7.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,70.0,Đã bàn giao,111.0,Chung cư,1.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường số 4,phường tăng nhơn phú b,quận 9,tp hồ chí minh,D1,1,6200.0
