title,price,area,location,description,Diện tích đất:,Giá/m2:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tên phân khu/Lô/Block/Tháp:,Mã căn / Mã căn hộ:,Tầng số:,Hướng ban công:,Mã lô:,Đặc điểm căn hộ:,Loại hình văn phòng:,location_clean,street,ward,district,city,ten_phan_khu_final,planA_log
"Măt Phố CHÙA BỘC 143m2, 5 tầng, mt 6m, Giá 68 tỷ k",68000000000,143.0,"Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội","- Vị Trí mặt phố Chùa Bộc khu vực kinh doanh sầm uất, có thương hiệu ở Hà Nội, trung tâm quận Đống Đa kết nối các tuyến phố lớn Tây Sơn, Thái Hà, Phạm Ngọc Thạch, ...

- Nhà đang cho thuê cửa hàng thời trang 6800$/tháng.

- Diện tích 143m2, nhà xây 5 tầng chắc chắn, mặt tiền 6m, Thiết kế thông sàn, cầu thang cuối, có thể lắp thêm thang máy.

- Sổ đỏ chính chủ. Giá bán: 68 tỷ có thương lượng. 

- Liên hệ: 0962.325.855.",143.0,475520000,Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,18.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,180.0,Đã bàn giao,79.0,Chung cư,3.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường chùa bộc, phường quang trung, quận đống đa, hà nội",đường chùa bộc,phường quang trung,quận đống đa,hà nội,D10,
&&^^Bán nhà đường XÔ VIẾT NGHỆ TĨNH. DT 303m2,32000000000,303.0,"Đường Xô Viết Nghệ Tĩnh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","Bán nhà đường XÔ VIẾT NGHỆ TĨNH.
+ Diện tích 303m2 ( 11m* 27m5 ), nhà 3 tầng.
+ Vị trí đắc địa gần 2 trường đại học lớn Kiến Trúc & Đông Á.
+ Giá bán rẻ nhất thị trường, chỉ khoảng 105 triệu/m2 ( khoảng 32 tỷ ).
# Liên hệ gặp Việt",303.0,105610000,Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,18.0,2.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,180.0,Đã bàn giao,79.0,Chung cư,3.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường xô viết nghệ tĩnh, phường hòa cường bắc, quận hải châu, đà nẵng",đường xô viết nghệ tĩnh,phường hòa cường bắc,quận hải châu,đà nẵng,D10,inconsistent_area
"Khu Thái Dương Sát ĐH FPT Đà Nẵng, Chỉ cần 600tr",1350000000,78.0,"Trần Đại Nghĩa Nối Dài, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","6x13M Khu thái dương điện ngọc sát Đại Học FPT Đà Nẵng
Đường nhựa 5,5m song song Văn Tiến Dũng 34M
Giá 1.350 thương lượng nhẹ cho khách thiện chí
liên hệ để được tư vấn nhé",78.0,17310000,Tây,Đã có sổ,Mặt tiền,Đất nền dự án,6.0,13.0,2.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,180.0,Đã bàn giao,79.0,Chung cư,3.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"trần đại nghĩa nối dài, phường hoà hải, quận ngũ hành sơn, đà nẵng",trần đại nghĩa nối dài,phường hoà hải,quận ngũ hành sơn,đà nẵng,D10,
Đất Trảng Bom Giá Công Nhân Có Sổ Hòngo,1390000,100.0,"ấp an bình, Xã Trung Hoà, Huyện Trảng Bom, Đồng Nai","Dự án: TRUNG HOÀ TRẢNG BOM
Thông tin chi tiết: ✅TRẢNG BOM GIÁ CÔNG NHÂN CÓ SỔ HỒNG(ĐSH) MANG TÊN NGƯỜI MUA. CÔNG CHỨNG NHÀ NƯỚC
👉 Chỉ từ :139 triệu-179 triệu
✅VỊ TRÍ : Gần KCN Bàu Xéo - Trảng Bom 

𝐍𝐇Ấ𝐂 𝐌Á𝐘 𝐆Ọ𝐈 𝐍𝐆𝐀𝐘 𝐄𝐌 𝐇ƯƠ𝐍𝐆 ĐỂ 𝐁𝐈Ế𝐓 𝐓𝐇Ê𝐌 𝐂𝐇𝐈 𝐓𝐈Ế𝐓 :",100.0,13900,Tây,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,20.0,2.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,180.0,Đã bàn giao,79.0,Chung cư,3.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"ấp an bình, xã trung hoà, huyện trảng bom, đồng nai",ấp an bình,xã trung hoà,huyện trảng bom,đồng nai,D10,
"Cần tiền bán nhà mới xây để về quê, Sổ Hồng Riêng",2450000000,81.0,"Đường Nguyễn Thị Minh Khai, Phường Tân Bình, Thị xã Dĩ An, Bình Dương","nhà mới xây còn thơm mùi sơn
đường nhựa, dân cư đông đúc
có sân đậu xe hơi
nhà 1 trệt 1lâu",81.0,30250000,Tây,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,21.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,81.0,Đã bàn giao,79.0,Chung cư,3.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường nguyễn thị minh khai, phường tân bình, thị xã dĩ an, bình dương",đường nguyễn thị minh khai,phường tân bình,thị xã dĩ an,bình dương,D10,
Nhà 5 Tầng Cuối Nguyễn Oanh-Hà Huy Giáp Giá 4 tỷ 6,4600000000,68.0,"Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","- Vị trí : Nằm trên trục đường Nguyễn Oanh- Hà Huy Giáp Nối dài.
- Thanh toán 1,5 tỷ nhận nhà ở ngay
-Mua nhà còn được tặng SH 150i
- Diện tích: 4,5x15m
- Pháp lý: sổ hồng riêng từng căn sáng mua chiều công chứng, sở hữu lâu dài.
-Giá 4 tỷ 600 triệu
Kết cấu nhà :
+ Xây dựng 1 trệt 1 lửng 3 lầu : Phòng khách, Phòng ăn, Bếp, 4pn, 5wc, 1 phòng thờ, 1 phòng giặt, sân thượng trước và sau, ban công rộng rãi .
Tiện ích:
+ Đường nhựa 12m, vỉa hè 3m, có chỗ đậu xe hơi điện âm, nước máy TP,có chỗ đậu xe hơi, có cây xanh vỉa hè, khu dân cư đông đúc.
+Khu nhà gần nhiều tiện ịch: trường tiểu học, trường mầm non quốc tế,chợ, siêu thị, ủy ban phường Thạnh Xuân...
-Ngân hàng hỗ trợ lên đến 70% giá trị nhà
- Đã có sổ hồng sáng mua chiều công chứng
-Liên hệ Vân:",68.0,67650000,Tây,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.5,15.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,280.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường nguyễn oanh, phường 17, quận gò vấp, tp hồ chí minh",đường nguyễn oanh,phường 17,quận gò vấp,tp hồ chí minh,D10,
Đất 6x22 Nguyễn Thái Bình Buôn Ma Thuột 152m²,1500000000,,"Đường Nguyễn Thái Bình, Xã Hòa Thắng, Thành phố Buôn Ma Thuột, Đắk Lắk","Gia đình kẹt vốn làm ăn: Cần bán gấp lô đất 2 mặt Tiền số nhà 241 Nguyễn Thái Bình BMT: diện tích 6x22: thổ cư đầy đủ: Tiện nghi đường lớn thông thoáng: Sân bay, chợ, uỷ ban trong phạm vi 1km: Giá bán gấp 1tỷ5: rẻ hơn đất hẻm cấp 1 ở BMT mà sở hữu đc đất mặt đường : ace cân đối nghiên cứu: Vì đang cần tiền nên Thương lượng mái thoải cho ae đầu tư:",152.0,9870000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,6.0,22.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,280.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường nguyễn thái bình, xã hòa thắng, thành phố buôn ma thuột, đắk lắk",đường nguyễn thái bình,xã hòa thắng,thành phố buôn ma thuột,đắk lắk,D10,parse_fail_area
KĐT VÕ CHÍ CÔNG MT 7M5 GẦN MINH MẠNG CHỈ 22.5TR/M,2250000000,111.0,"võ chí công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","BÁN ĐẤT KĐT VÕ CHÍ CÔNG NỐI DÀI - HOÀ QUÝ 

NGAY CẦU KHUÊ ĐÔNG

GẦN MINH MẠNG , VÕ CHÍ CÔNG . 

DT 111M , ĐƯỜNG 7M5 HƯỚNG TÂY NAM . ĐỐI DIỆN KHU BIỆT THỰ VIEW SÔNG 

KHU VỰC KINH DOANH KHÁCH SẠN , NHÀ HÀNG , CĂN HỘ ...

GIÁ RẺ CHỈ 22.5TR/M . HỖ TRỢ VAY . LH THIỆN CHÍ",111.0,20270000,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,22.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,280.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"võ chí công, phường hoà quý, quận ngũ hành sơn, đà nẵng",võ chí công,phường hoà quý,quận ngũ hành sơn,đà nẵng,D10,
Nhà Cầu Giấy. Nội thất Châu Âu 100%. 65m2 GIÁ 4TỶ,4000000000,65.0,"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","- Nằm trên tuyến phố nhộn nhịp nhất Cầu Giấy. Diện tích 65m2. 5tầng. Mặt tiền 4.5 m
- Kinh doanh đỉnh
- Nhà 5 tầng với thiết kế thông sàn hiện đại
T1 : Thông sàn kinh doanh + WC 
T2 : Phòng khách rộng kiêm phòng làm việc + phòng ngủ khép kín
T3,4 : Mỗi tầng 2 ngủ khép kín
T5 : Phòng giặt đồ + bếp + sân phơi thoáng mát
- Gia chủ doanh nhân lên rất lịch sự. Để lại miễn phí toàn bộ nội thất cho chủ mới 
- Sổ đỏ chính chủ cất két sẵn sàng giao dịch trong ngày",65.0,61540000,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5.0,22.0,4.0,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,65.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường cầu giấy, phường dịch vọng hậu, quận cầu giấy, hà nội",đường cầu giấy,phường dịch vọng hậu,quận cầu giấy,hà nội,D10,inconsistent_area
Cần Bán Gấp Cuối Năm Trả Nợ Ngân Hàng ThgLg,2100000000,30.0,"Đường Yên Tân, Phường Cự Khối, Quận Long Biên, Hà Nội","Cự Khối__Dt 30m2. Nhà Xây Vuông Vắn.
Mặt Tiền rộng, cách một nhà ra đường ô tô.
TK 4 tầng.
--- Tầng 1- gồm phòng khách, bếp,wc.
--- Tầng 2,3,4- Mỗi tầng một phòng ngủ,wc. có khu vực thờ.
--- Thiết kế đẹp, tối ưu.
Vị trí thuận tiện, gần đường ô tô đi lại.
Gần trường, chợ nằm trong bán kính 2km.
Giao thông đi về các ngả như VIN OCAEN PARK, CẦU VĨNH TUY, HƯNG YÊN,...
Sổ đỏ riêng, pháp lý rõ ràng.

Lh em Đạt 09 để xem trực tiếp, không thu phí môi giới.",30.0,70000000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,22.0,3.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,65.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường yên tân, phường cự khối, quận long biên, hà nội",đường yên tân,phường cự khối,quận long biên,hà nội,D10,inconsistent_area
"Nhà Cửu Việt 2, HVNN, Trâu Quỳ, Gia Lâm, Hà Nội.",5566000000,80.0,"Đường Cửu Việt 2, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","Nhà Cửu Việt 2, HVNN, Trâu Quỳ, Gia Lâm, Hà Nội.
- Bán mảnh đất thổ cư kèm nhà cấp 4 cực đẹp tại Cửu Việt 2, Học viện nông nghiệp, Trâu Quỳ, Gia Lâm, Hà Nội, ngay gần 2 tòa chung cư BlueStar, Biệt thự Sông Hồng, biệt thự Hải Phát, Vin Home Gia Lâm, Vincom Megamail Gia Lâm, Học viện nông nghiệp Hà Nội.
- Diện tích 80m2 vuông vắn, mặt tiền 5m, rộng rãi, sáng lạn, hướng đông, bắc, thoáng mát. Sổ hồng pháp lý đầy đủ, đất không thiếu 1 tấc.
- Đường trước nhà rộng rãi, 2 chiều, có vỉa hè, cực thuận tiện để kinh doanh hàng quán nhỏ lẻ, tạp hóa, quán ăn đêm, ốc, vịt, siêu thị...vv...
- Cách KĐT Vinhome chỉ vài bước chân, địa chỉ thuận tiện, vị trí này rất hợp để xây nhà ở, kinh doanh online oder qua shopper, lazada, sendo... bán cho 100 nghìn cư dân Vinhome, KĐT Đặng xá, KĐT Ecopark... và các khu vực khác xung quanh.
- Đất thuộc vị trí đắc địa của huyện Gia Lâm, ngay trung tâm hành chính của Huyện Gia Lâm nằm cạnh 2 khu đô thị lớn và đẳng cấp của Vin bao gồm Vinhome, Vinper ngoài ra còn khu đô thị Đặng Xá, Ecopark. Sắp tới có khu biệt thự liền kề TQ5 đang triển khai với nhiều tiện ích. Dự là tương lai đất còn lên nữa. Với những vị trí như thế này bạn có thể yên tâm mua ở hoặc đầu tư, để càng lâu đất càng lên vì nguồn cung có hạn.
- Khu vực dân cư đông đúc bậc Hà Nội vì có trường Nông Nghiệp vơi 30 nghìn sinh viên và 100 nghìn cưu dân ở các khu đô thị khác xung quanh, tiềm năng kinh doanh cực lớn, đặc biệt là vào buổi đêm...",80.0,69580000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,22.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,65.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường cửu việt 2, thị trấn trâu quỳ, huyện gia lâm, hà nội",đường cửu việt 2,thị trấn trâu quỳ,huyện gia lâm,hà nội,D10,inconsistent_area
Đất Tái định cư Trâu Qùy-Gia Lâm 60m²,4260000000,60.0,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","Dự án: Đất Tái Định Cư Trâu Qùy-Gia Lâm...
 Thông tin chi tiết: Cần thanh khoản Lô đất Tái định cư Trâu Qùy-Gia Lâm 4.26 tỷ.

Diện tích 60m2. Mặt tiền 4m. Đất vuông như tờ A4.
Hạ tầng giao thông cực phát triển. Tứ phía toàn đường to trải nhựa có vỉa hè trên 18m.
Là khu vực đang phát triển mạnh có nhiều dự án hoành tráng đang xây: Khu Shophouse thương mại,Uỷ ban Huyện,Cầu vượt, Trục đường lớn thông sang Vinhomes Ocean Park....
Tiện ích sống xung quanh hàng quán,chợ,trường học...bán kính 1km.
Thích hợp xây nhà ở,đầu tư...

Chỉ 4.26 tỷ sở hữu Lô tái định cư 60m2 này.
Pháp lý rõ ràng,hỗ trợ sang tên Sổ đỏ.",60.0,71000000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,15.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,65.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường ngô xuân quảng, thị trấn trâu quỳ, huyện gia lâm, hà nội",đường ngô xuân quảng,thị trấn trâu quỳ,huyện gia lâm,hà nội,D10,
"[HÀNG HIẾM] NHÀ ĐINH THỊ VÂN 3 TẦNG, 4PN Full NT",4850000000,66.0,"Đường Bàu Hạc 3, Phường An Khê, Quận Thanh Khê, Đà Nẵng","Nhà MT Đinh Thị Vân🌜🌜🌜🌜🌜🌜
Giá 4 tỷ 850🌜🌜🌜🌜🌜
DT 66.6m2🌜🌜🌜🌜🌜
Có 3T, 4PN, 3wc🌜🌜🌜🌜🌜
full NT",66.0,73480000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,15.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,65.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường bàu hạc 3, phường an khê, quận thanh khê, đà nẵng",đường bàu hạc 3,phường an khê,quận thanh khê,đà nẵng,D10,
BA ĐÌNH 4 TẦNG 65m MT7m NHỈNH 4 Ty,4400000000,65.0,"Đường Thành Công, Phường Đội Cấn, Quận Ba Đình, Hà Nội",BA ĐÌNH LỊCH SỬ NHÀ KIẾN TRÚC ĐẸP 4 TẦNG DT65m MT7m NHỈNH 4 TY. LH 0886 85 0886 - 0365 02 4078,65.0,67690000,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,7.0,10.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,400.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường thành công, phường đội cấn, quận ba đình, hà nội",đường thành công,phường đội cấn,quận ba đình,hà nội,D10,
Bán đất lô góc Chợ Kim Dinh TP bà rịa Vũng tàu,1800000000,75.0,"Ql 51, Phường Kim Dinh, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",75m2 lô góc xung quanh xây dựng hạ tầng chợ nhà nghỉ khách sạn. Mặt tiền ql51. Phường Kim Dinh Tp Bà Rịa Vũng Tàu,75.0,24000000,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,7.0,10.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,400.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"ql 51, phường kim dinh, thành phố bà rịa, bà rịa - vũng tàu",ql 51,phường kim dinh,thành phố bà rịa,bà rịa - vũng tàu,D10,
"Bán nhà Kinh Dương Vương pAn Lạc q BT,dt:5,1mx15m",5490000000,77.0,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","💥💥Bán nhà Kinh Dương Vương p An Lạc quận Bình Tân 💥
🏘️Dt:5,1mx15m ( nở hậu) 1trệt 1lửng 2lầu gồm 4pn 3wc
💒Sân trước 2,5m đậu xe thoải mái,sân sau 18m sân vườn
💒Hẻm rộng 4m thông ra Hồ Học Lãm, Lê Cơ..
📔Sổ hồng riêng chính chủ 
💸Giá: 5,49tỷ thương lượng 
🔊Liên hệ Kim Anh xem nhà trực tiếp",77.0,71300000,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,7.0,10.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,400.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường kinh dương vương, phường an lạc, quận bình tân, tp hồ chí minh",đường kinh dương vương,phường an lạc,quận bình tân,tp hồ chí minh,D10,
"2,99 TỶ HOÀNG HOA THÁM - VĨNH PHÚC - 32M2 NGÕ RỘNG",2990000000,32.0,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","❄Thiết kế:
- Nhà chủ tự xây dồn rất nhiều tâm huyết nên nó mới đẹp như thế này
- KCBT chắc chắn, kiên cố, công năng đầy đủ, khách mua về ở ngay
- Ngõ rộng, thoáng, ba gác đua, thông Hoàng Hoa Thám ra Vĩnh Phúc
- 6 tầng, 3 phòng ngủ, phòng khách đẹp,
- Bếp tầng 6, rộng, thoáng, view đẹp.
- Các phòng và cầu thang đều có cửa sổ nên nhà luôn ngập tràn ánh sáng.
- Nhà có sân để rộng, để được 10 xe máy thoải mái

Sổ đỏ trong két sẵn sàng giao dịch.

Nhà đẹp cực phẩm thế này mà bỏ lỡ thì tiếc cả đời. 🏡🏡",32.0,93440000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,7.0,10.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,32.0,Đã bàn giao,79.0,Chung cư,5.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường hoàng hoa thám, phường ngọc hà, quận ba đình, hà nội",đường hoàng hoa thám,phường ngọc hà,quận ba đình,hà nội,D10,inconsistent_area
"NHÀ 1 TRỆT,1 LẦU,NGUYỄN VĂN QUÁ,Q.12,GIÁ 810TR/40M",810000000,40.0,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","* KẸT TIỀN BÁN NHÀ CHÍNH CHỦ 1 TRỆT,1 LẦU,NGAY CHỢ CẦU,ĐƯỜNG NGUYỄN VĂN QUÁ,QUẬN 12-TPHCM.
- DTSD: 40M2.
- Gía: 810 triệu(thương lượng)
- Vị trí: Ngay ngã tư Nguyễn Văn Qúa giao với đường Quang Trung(cách khoảng 50m),gần chợ Cầu,Gò Vấp và cầu vượt Quang Trung với quốc lộ 1A,bệnh viện ,trường học...vv.
- Đường vô 6m(bê tông),giao thông thuận tiện đi lại,nằm trong khu dân cư an ninh đảm bảo.
- Pháp lý: chính chủ -Sổ Hồng- Bao công chứng.
- LH: CHÍNH CHỦ
- Hoặc A/C để lại sđt e tư vấn.",40.0,20250000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.2,6.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,40.0,Đã bàn giao,79.0,Chung cư,1.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường nguyễn văn quá, phường đông hưng thuận, quận 12, tp hồ chí minh",đường nguyễn văn quá,phường đông hưng thuận,quận 12,tp hồ chí minh,D10,inconsistent_area
"Bán Gấp Đất Chính Chủ 4280m2 tại Chư Păh ,Có Sổ Đỏ",240000000,4280.0,"Chợ thôn bốn, Xã Hòa Phú, Huyện Chư Păh, Gia Lai","Dự án: Bán Rẫy Cà Phê Chư Păh Gia Lai.
 Thông tin chi tiết: 👉 Chính Chủ cần bán 4280m2 rẫy cà phê.
👉 Sổ đỏ đầy đủ.
👉 Địa chỉ : Thôn 4 Hòa Phú - Chư Păh ( đi ngang nghĩa địa thôn 4 )
👉 Hiện tại có hơn 400 cây cafe đang thu hoạch ( cafe 7 năm ).

👉 Điện nhà nước , kéo tới tận chân vườn.
👉 Nước mương thủy lợi ngay dưới chân vườn, ống đã trôn, chỉ cần đặt máy là tưới.
👉 Cách quốc lộ 14 700m, 600m đường bê tông khoảng 60m đường đất , xe tải vào vô tư.
👉 Cách trung tâm TP.Pleyku 25km

👉 Hình đăng là hình chụp thực tế , hiện tại đang mùa khô, cà vẫn tươi như hình. chỉ sợ anh em không có sức tưới thôi.

👉 Đất đỏ.
👉 Còn tin là vẫn còn đất.

👉 Giá 240Tr 

👉 Anh em nào muốn xem đất vui lòng liên hệ trực tiếp gặp Sơn ( chính chủ )",4280.0,56074,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,3.2,6.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,40.0,Đã bàn giao,79.0,Chung cư,1.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"chợ thôn bốn, xã hòa phú, huyện chư păh, gia lai",chợ thôn bốn,xã hòa phú,huyện chư păh,gia lai,D10,inconsistent_area
"Nha Bach Mai 2ty35,hai thoang,dep,trung tam",2350000000,23.0,"Đường Bạch Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Nha Bach Mai 23m , su dung 25m,ngo thong,kinh doanh nho. Gan truong,cho,trung tam Cho Mo
Cach 5km len Bo ho, trung tam Hai ba trung phan khuc nha hiem, neu cho thue cung duoc 10 trieu/ thang
Kinh doanh nho, mua giu tien cung hop ly",23.0,102170000,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,3.0,9.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,28.0,Đã bàn giao,79.0,Chung cư,1.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường bạch mai, phường trương định, quận hai bà trưng, hà nội",đường bạch mai,phường trương định,quận hai bà trưng,hà nội,D10,
Bán nhà Tân Mai mặt ngõ oto KD VP Spa Nail Salon,2950000000,40.0,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","GIẢM CHÀO CỰC SỐC 2.95 TỶ.
NHÀ MẶT NGÕ TO, Ô TÔ ĐỖ CỬA - KINH DOANH ONLINE - NGÕ THÔNG, Ô TÔ TẢI CÁCH NHÀ 15M - VỊ TRÍ CỰ HIẾM
Bán nhà Tân Mai mặt ngõ oto KD VP
DT 40 m2, TK 4 tầng, MT 3.5 m, Giá 2.95 tỷ.
Mổ tả:
+ Nhà vị trí mặt ngõ rộng, thẳng tưng, thoáng sáng.
+ Nhà chủ đang cho SV thuê tháng gần 10tr.
+ Thiết kế nhà 4 tầng
- Tầng 1, sân để xe, phòng khách hiện làm sân để xe và một phòng cho thuê.
- Tầng 2,3 mỗi tầng 2pn+wc
- Tầng 4. Phòng ngủ + sân 
PHÁP LÝ:
+ Sổ đỏ chính chủ, pháp lý sạch đẹp, vuông vắn.
- Liên hệ Mr Tuân : 
CAM KẾT HÌNH ẢNH VÀ THÔNG TIN CHUẨN 100%
Chuyên nhà đất thổ cư, liên hệ để được tư vấn về pháp lý và xem nhà miễn phí",40.0,73750000,Đông,Đã có sổ,Nở hậu,Đất nông nghiệp,3.5,9.0,3.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,40.0,Đã bàn giao,79.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"tân mai, phường tân mai, quận hoàng mai, hà nội",tân mai,phường tân mai,quận hoàng mai,hà nội,D10,
Nhà bán lạc long quân p3 q11 33m2,4300000000,33.0,"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh","Bán nhà hẻm 8M 106H/5D lạc long quân P3, Q11.
- DT: Ngang 9 x 3,7m. DTXD: 33m2.
- Kết cấu: Nhà 1 trệt 1 lầu 2 phòng ngủ 1WC.
- Vị trí :nhà gần ủy ban Q11, sát bên chợ, khu vực an ninh yên tĩnh, dân trí cao, hẻm thẳng 8M
- Hướng Tây Bắc.
Giá : 4 tỷ 300 thương lượng",33.0,130300000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,9.0,3.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,66.0,Đã bàn giao,79.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường lạc long quân, phường 3, quận 11, tp hồ chí minh",đường lạc long quân,phường 3,quận 11,tp hồ chí minh,D10,
